Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,SMA_Short,SMA_Long,RSI,MACD,Signal,SMA_5,SMA_20,RSI_14,MACD_Signal,MACD_Hist
2022-04-28 04:00:00,8.720000267028809,10.800000190734863,7.335999965667725,7.5,187000,0.0,0.0,,,,0.0,0.0,,,,,
2022-04-29 04:00:00,8.489999771118164,8.489999771118164,5.75,6.5,100600,0.0,0.0,,,,-0.0797720797720797,-0.0159544159544159,,,,,
2022-05-02 04:00:00,12.199999809265137,12.380000114440918,8.039999961853027,10.949999809265137,17842700,0.0,0.0,,,,0.2136232508296016,0.0299611174023875,,,,,
2022-05-03 04:00:00,15.920000076293944,18.13999938964844,12.449999809265137,12.619999885559082,28541200,0.0,0.0,,,,0.574276313645484,0.1388241566510068,,,,,
2022-05-04 04:00:00,10.93000030517578,14.899999618530272,10.539999961853027,14.510000228881836,4531600,0.0,0.0,,,,1.0010640533401354,0.3112721359888326,,,,,
2022-05-05 04:00:00,14.75,16.8799991607666,13.859999656677246,14.979999542236328,3599000,0.0,0.0,,,,1.3615265974329969,0.5213230282776654,,,,,
2022-05-06 04:00:00,14.34000015258789,15.40999984741211,12.5600004196167,13.470000267028809,2212500,0.0,0.0,,,,1.5079685163218688,0.7186521258865062,,,,,
2022-05-09 04:00:00,13.520000457763672,14.079999923706056,10.109999656677246,10.350000381469728,992100,0.0,0.0,,,,1.356628507300497,0.8462474021693045,,,,,
2022-05-10 04:00:00,10.460000038146973,11.729999542236328,8.880000114440918,8.9399995803833,634800,0.0,0.0,,,,1.110118424848931,0.8990216067052299,,,,,
2022-05-11 04:00:00,8.359999656677246,9.0,7.010000228881836,7.190000057220459,561900,0.0,0.0,10.700999975204468,,,0.7647317210821623,0.8721636295806164,,,,,
2022-05-12 04:00:00,6.300000190734863,6.889999866485596,5.329999923706055,6.619999885559082,1085700,0.0,0.0,10.612999963760377,,,0.4399446121741608,0.7857198260993253,,,,,
2022-05-13 04:00:00,6.360000133514404,7.255000114440918,6.360000133514404,6.789999961853027,582400,0.0,0.0,10.64199995994568,,,0.1940294233930597,0.6673817455580723,,,,,
2022-05-16 04:00:00,6.75,7.179999828338623,5.860000133514404,6.099999904632568,489900,0.0,0.0,10.156999969482422,,,-0.0558930729332871,0.5227267818598004,,,,,
